num_meta,num_user,genres,rating,url,game_title,metacritic_score,user_score,release_date
29,19,"Action, General",T,http://www.metacritic.com/game/switch/the-escapists-2,The Escapists 2 (Switch),73,6.6,"Jan 11, 2018"
7,4,"Action, Platformer, 2D, 3D",M,http://www.metacritic.com/game/xbox-one/rad-rodgers,Rad Rodgers (XONE),73,6.8,"Feb 21, 2018"
14,6,"Action Adventure, Linear",E10+,http://www.metacritic.com/game/switch/world-to-the-west,World to the West (Switch),73,7.3,"Jan 18, 2018"
20,31,"Action Adventure, General",T,http://www.metacritic.com/game/switch/mulaka,Mulaka (Switch),73,7.1,"Mar 1, 2018"
11,17,"Action, General",E,http://www.metacritic.com/game/pc/fe,Fe (PC),73,5.8,"Feb 16, 2018"
9,10,"Adventure, 3D, First-Person",NA,http://www.metacritic.com/game/pc/the-station,The Station (PC),73,6.6,"Feb 20, 2018"
7,11,"Action, Platformer, 2D",E10+,http://www.metacritic.com/game/playstation-4/the-adventure-pals,The Adventure Pals (PS4),73,6.5,"Apr 3, 2018"
9,5,"Simulation, General",M,http://www.metacritic.com/game/switch/a-normal-lost-phone,A Normal Lost Phone (Switch),73,5.6,"Mar 1, 2018"
14,13,"Action, Platformer, 2D",M,http://www.metacritic.com/game/pc/rad-rodgers,Rad Rodgers (PC),73,6.7,"Feb 21, 2018"
15,10,"Action Adventure, Open-World",M,http://www.metacritic.com/game/xbox-one/assassins-creed-rogue-remastered,Assassin's Creed Rogue Remastered (XONE),73,6.1,"Mar 20, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/immortal-redneck,Immortal Redneck (PS4),73,NA,"Feb 27, 2018"
9,16,"Strategy, Real-Time, General",NA,http://www.metacritic.com/game/pc/stellaris-apocalypse,Stellaris: Apocalypse (PC),73,6.9,"Feb 22, 2018"
39,63,"Role-Playing, Japanese-Style",T,http://www.metacritic.com/game/playstation-4/digimon-story-cyber-sleuth-hackers-memory,Digimon Story Cyber Sleuth: Hacker's Memory (PS4),73,7.4,"Jan 19, 2018"
10,4,"Action Adventure, General",T,http://www.metacritic.com/game/xbox-one/mulaka,Mulaka (XONE),72,5.8,"Mar 2, 2018"
9,7,"Action Adventure, General",T,http://www.metacritic.com/game/switch/the-fall-part-2-unbound,The Fall Part 2: Unbound (Switch),72,7.7,"Feb 13, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/all-walls-must-fall,All Walls Must Fall (PC),72,NA,"Feb 23, 2018"
19,13,"Action, Shooter, Light Gun",E10+,http://www.metacritic.com/game/playstation-4/apex-construct,Apex Construct (PS4),72,6.8,"Feb 20, 2018"
8,20,"Action, Shooter, Third-Person, Arcade",T,http://www.metacritic.com/game/xbox-one/sword-art-online-fatal-bullet,Sword Art Online: Fatal Bullet (XONE),72,7.8,"Feb 23, 2018"
49,46,"Adventure, 3D, Third-Person",E,http://www.metacritic.com/game/3ds/detective-pikachu,Detective Pikachu (3DS),72,7.7,"Mar 23, 2018"
7,6,"Adventure, General",E,http://www.metacritic.com/game/switch/old-mans-journey,Old Man's Journey (Switch),72,6.3,"Feb 20, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/masters-of-anima,Masters of Anima (PS4),72,NA,"Apr 10, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/riftstar-raiders,RiftStar Raiders (PS4),72,NA,"Feb 27, 2018"
24,9,"Action, Platformer, 2D",E,http://www.metacritic.com/game/switch/shu,Shu (Switch),72,6.1,"Jan 23, 2018"
8,16,"Miscellaneous, Compilation",M,http://www.metacritic.com/game/xbox-one/devil-may-cry-hd-collection,Devil May Cry HD Collection (XONE),72,6.5,"Mar 13, 2018"
7,6,"Action, Platformer, 2D",E,http://www.metacritic.com/game/switch/xeodrifter,Xeodrifter (Switch),71,6.8,"Feb 15, 2018"
13,16,"Action, Shooter, First-Person, Arcade",M,http://www.metacritic.com/game/playstation-4/call-of-duty-wwii---the-resistance,Call of Duty: WWII - The Resistance (PS4),71,2.6,"Jan 30, 2018"
12,20,"Action, General",M,http://www.metacritic.com/game/switch/attack-on-titan-2,Attack on Titan 2 (Switch),71,8.3,"Mar 20, 2018"
10,5,"Strategy, Turn-Based, Tactics",NA,http://www.metacritic.com/game/pc/attack-of-the-earthlings,Attack of the Earthlings (PC),71,6.4,"Feb 8, 2018"
17,34,"Action, General, Platformer, 2D",E,http://www.metacritic.com/game/switch/dandara,Dandara (Switch),71,7.7,"Feb 6, 2018"
7,31,"Action, Third-Person, Shooter, Arcade, Action Adventure, Survival",T,http://www.metacritic.com/game/pc/h1z1,H1Z1 (PC),71,4.2,"Feb 28, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/the-fall-part-2-unbound,The Fall Part 2: Unbound (PS4),71,NA,"Feb 13, 2018"
25,22,"Action Adventure, General",T,http://www.metacritic.com/game/pc/crossing-souls,Crossing Souls (PC),71,6.1,"Feb 13, 2018"
8,14,"Action Adventure, General",T,http://www.metacritic.com/game/playstation-4/cold-iron,Cold Iron (PS4),71,7.7,"Jan 30, 2018"
28,34,"Action Adventure, Open-World",M,http://www.metacritic.com/game/playstation-4/assassins-creed-rogue-remastered,Assassin's Creed Rogue Remastered (PS4),71,6.1,"Mar 20, 2018"
8,8,"Strategy, Turn-Based, Tactics",NA,http://www.metacritic.com/game/switch/mercenaries-saga-chronicles,Mercenaries Saga Chronicles (Switch),70,7.4,"Feb 8, 2018"
52,50,"Action, General",E,http://www.metacritic.com/game/playstation-4/fe,Fe (PS4),70,6.9,"Feb 16, 2018"
8,4,"Action, Arcade",E,http://www.metacritic.com/game/switch/stikbold!-a-dodgeball-adventure-deluxe,Stikbold! A Dodgeball Adventure Deluxe (Switch),70,5.8,"Jan 4, 2018"
8,5,"Action, General, Platformer, 2D",NA,http://www.metacritic.com/game/pc/dandara,Dandara (PC),70,6.2,"Feb 6, 2018"
10,279,"Historic, Action Adventure, Survival",NA,http://www.metacritic.com/game/pc/rust,Rust (PC),70,6,"Feb 8, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/switch/bridge-constructor-portal,Bridge Constructor Portal (Switch),70,NA,"Feb 28, 2018"
10,13,"Simulation, Virtual, Career",E,http://www.metacritic.com/game/pc/pure-farming-2018,Pure Farming 2018 (PC),70,7.5,"Mar 13, 2018"
29,22,"Action, General",E,http://www.metacritic.com/game/xbox-one/fe,Fe (XONE),70,7.9,"Feb 16, 2018"
26,25,"Miscellaneous, Party / Minigame",E,http://www.metacritic.com/game/playstation-4/frantics,Frantics (PS4),70,7.9,"Mar 6, 2018"
48,61,"Strategy, Real-Time, Command",T,http://www.metacritic.com/game/pc/age-of-empires-definitive-edition,Age of Empires: Definitive Edition (PC),70,4.5,"Feb 20, 2018"
7,12,"Simulation, Virtual, Career",E,http://www.metacritic.com/game/playstation-4/pure-farming-2018,Pure Farming 2018 (PS4),69,7,"Mar 13, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/wartile,WARTILE (PC),69,NA,"Feb 8, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/we-were-here-too,We Were Here Too (PC),69,NA,"Feb 2, 2018"
27,418,"Historic, Role-Playing, Action Adventure, General, Action RPG",M,http://www.metacritic.com/game/playstation-4/kingdom-come-deliverance,Kingdom Come: Deliverance (PS4),69,6.9,"Feb 13, 2018"
9,8,"Action, Platformer, 2D",E10+,http://www.metacritic.com/game/switch/typoman-revised,Typoman: Revised (Switch),69,6.9,"Feb 22, 2018"
17,36,"Role-Playing, Japanese-Style",E10+,http://www.metacritic.com/game/switch/lost-sphear,Lost Sphear (Switch),69,7.9,"Jan 23, 2018"
9,13,"Role-Playing, Japanese-Style",E10+,http://www.metacritic.com/game/pc/lost-sphear,Lost Sphear (PC),69,6.8,"Jan 23, 2018"
14,8,"Action, Shooter, First-Person, Arcade",E10+,http://www.metacritic.com/game/switch/chromagun,ChromaGun (Switch),69,5.9,"Jan 22, 2018"
7,13,"Adventure, General",M,http://www.metacritic.com/game/pc/the-council---episode-1-the-mad-ones,The Council - Episode 1: The Mad Ones (PC),69,7.2,"Mar 13, 2018"
11,7,"Simulation, Flight, Civilian",E,http://www.metacritic.com/game/playstation-4/innerspace,InnerSpace (PS4),69,5.1,"Jan 16, 2018"
8,8,"Sports, Individual, Biking",E,http://www.metacritic.com/game/switch/urban-trial-playground,Urban Trial Playground (Switch),69,5.8,"Apr 5, 2018"
52,52,"Role-Playing, Japanese-Style",E10+,http://www.metacritic.com/game/playstation-4/lost-sphear,Lost Sphear (PS4),69,7.2,"Jan 23, 2018"
8,9,"Racing, Arcade, Automobile",E,http://www.metacritic.com/game/xbox-one/monster-energy-supercross-the-official-videogame,Monster Energy Supercross: The Official Videogame (XONE),69,8.1,"Feb 13, 2018"
67,1390,"Role-Playing, Massively Multiplayer",T,http://www.metacritic.com/game/xbox-one/sea-of-thieves,Sea of Thieves (XONE),68,5.2,"Mar 20, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/empires-apart,Empires Apart (PC),68,NA,"Mar 29, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/impact-winter,Impact Winter (PS4),68,NA,"Apr 5, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/regalia-of-men-and-monarchs---royal-edition,Regalia: Of Men and Monarchs - Royal Edition (PS4),68,NA,"Apr 10, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/de-blob-2,de Blob 2 (PS4),68,NA,"Feb 27, 2018"
7,6,"Action, Beat-'Em-Up, 2D",T,http://www.metacritic.com/game/xbox-one/way-of-the-passive-fist,Way of the Passive Fist (XONE),68,7.7,"Mar 7, 2018"
18,168,"Historic, Role-Playing, Action Adventure, General, Action RPG",M,http://www.metacritic.com/game/xbox-one/kingdom-come-deliverance,Kingdom Come: Deliverance (XONE),68,6.8,"Feb 13, 2018"
23,367,"Role-Playing, Massively Multiplayer",T,http://www.metacritic.com/game/pc/sea-of-thieves,Sea of Thieves (PC),68,4,"Mar 20, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/battlezone-combat-commander,Battlezone: Combat Commander (PC),68,NA,"Mar 1, 2018"
15,27,"Miscellaneous, Party / Minigame",NA,http://www.metacritic.com/game/pc/genital-jousting,Genital Jousting (PC),68,7.7,"Jan 18, 2018"
15,5,"Action, Shooter, Shoot-'Em-Up, Top-Down",T,http://www.metacritic.com/game/playstation-4/strikers-edge,Strikers Edge (PS4),68,5.2,"Jan 30, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/xbox-one/scribblenauts-showdown,Scribblenauts Showdown (XONE),68,NA,"Mar 6, 2018"
10,13,"Role-Playing, Japanese-Style",NA,http://www.metacritic.com/game/pc/legrand-legacy-tale-of-the-fatebounds,LEGRAND LEGACY: Tale of the Fatebounds (PC),67,6.8,"Jan 24, 2018"
26,9,"Role-Playing, General",T,http://www.metacritic.com/game/switch/the-longest-five-minutes,The Longest Five Minutes (Switch),67,4.7,"Feb 13, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/switch/azkend-2-the-world-beneath,Azkend 2: The World Beneath (Switch),67,NA,"Jan 12, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/xbox-one/gravel,Gravel (XONE),67,NA,"Feb 27, 2018"
65,214,"Action, Fighting, 3D",T,http://www.metacritic.com/game/playstation-4/dissidia-final-fantasy-nt,Dissidia: Final Fantasy NT (PS4),67,4.9,"Jan 30, 2018"
28,30,"Racing, Arcade, Automobile",E,http://www.metacritic.com/game/playstation-4/gravel,Gravel (PS4),67,7,"Feb 27, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/zwei-the-arges-adventure,Zwei: The Arges Adventure (PC),67,NA,"Jan 24, 2018"
13,6,"Adventure, Visual Novel",M,http://www.metacritic.com/game/playstation-4/the-25th-ward-the-silver-case,The 25th Ward: The Silver Case (PS4),67,5.8,"Mar 13, 2018"
27,24,"Racing, Arcade, Automobile",E,http://www.metacritic.com/game/playstation-4/monster-energy-supercross-the-official-videogame,Monster Energy Supercross: The Official Videogame (PS4),67,7.4,"Feb 13, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/fallen-legion+,Fallen Legion+ (PC),66,NA,"Jan 5, 2018"
14,12,"Action Adventure, General",T,http://www.metacritic.com/game/playstation-4/mulaka,Mulaka (PS4),66,7.4,"Feb 27, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/rad-rodgers,Rad Rodgers (PS4),66,NA,"Feb 21, 2018"
8,5,"Role-Playing, Action RPG",T,http://www.metacritic.com/game/xbox-one/titan-quest,Titan Quest (XONE),66,7.6,"Mar 20, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/innerspace,InnerSpace (PC),65,NA,"Jan 16, 2018"
8,10,"Racing, Arcade, Automobile",E,http://www.metacritic.com/game/xbox-one/tt-isle-of-man-ride-on-the-edge,TT Isle of Man: Ride On The Edge (XONE),65,8.1,"Mar 6, 2018"
40,67,"Action, Shooter, Third-Person, Arcade",T,http://www.metacritic.com/game/playstation-4/sword-art-online-fatal-bullet,Sword Art Online: Fatal Bullet (PS4),65,7.3,"Feb 23, 2018"
48,115,"Action, Action Adventure, Beat-'Em-Up, Open-World, 3D",T,http://www.metacritic.com/game/playstation-4/dynasty-warriors-9,Dynasty Warriors 9 (PS4),65,4,"Feb 13, 2018"
18,21,"Racing, Arcade, Automobile",E,http://www.metacritic.com/game/playstation-4/tt-isle-of-man-ride-on-the-edge,TT Isle of Man: Ride On The Edge (PS4),65,6.2,"Mar 6, 2018"
17,7,"Role-Playing, Action RPG",T,http://www.metacritic.com/game/switch/penny-punching-princess,Penny-Punching Princess (Switch),65,5.1,"Apr 3, 2018"
11,49,"Strategy, Turn-Based, Tactics",NA,http://www.metacritic.com/game/pc/ash-of-gods-redemption,Ash of Gods: Redemption (PC),65,7.6,"Mar 23, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/switch/galgun-2,Gal*Gun 2 (Switch),64,NA,"Apr 24, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/xbox-one/innerspace,InnerSpace (XONE),64,NA,"Jan 16, 2018"
7,9,"Simulation, Space, Combat",E,http://www.metacritic.com/game/playstation-4/kerbal-space-program-enhanced-edition,Kerbal Space Program: Enhanced Edition (PS4),64,5.7,"Jan 16, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/switch/innerspace,InnerSpace (Switch),64,NA,"Jan 16, 2018"
13,8,"Adventure, 3D, First-Person",T,http://www.metacritic.com/game/xbox-one/the-station,The Station (XONE),63,7.8,"Feb 20, 2018"
8,4,"Strategy, General",T,http://www.metacritic.com/game/playstation-4/beholder-complete-edition,Beholder: Complete Edition (PS4),63,6.3,"Jan 16, 2018"
14,7,"Puzzle, Action",E10+,http://www.metacritic.com/game/playstation-4/scribblenauts-showdown,Scribblenauts Showdown (PS4),63,6.6,"Mar 6, 2018"
58,92,"Role-Playing, Action RPG",E10+,http://www.metacritic.com/game/playstation-4/secret-of-mana,Secret of Mana (PS4),63,6,"Feb 15, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/pop-up-pilgrims,Pop-Up Pilgrims (PS4),63,NA,"Feb 13, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/pc/fable-fortune,Fable Fortune (PC),62,NA,"Feb 21, 2018"
9,5,"Action, General",T,http://www.metacritic.com/game/playstation-4/world-of-warriors,World of Warriors (PS4),62,3.8,"Mar 21, 2018"
15,7,"Adventure, 3D, First-Person",T,http://www.metacritic.com/game/playstation-4/the-station,The Station (PS4),61,5.4,"Feb 20, 2018"
18,12,"Role-Playing, Action RPG",T,http://www.metacritic.com/game/playstation-4/the-witch-and-the-hundred-knight-2,The Witch and the Hundred Knight 2 (PS4),61,6.3,"Mar 27, 2018"
34,29,"Action, Shooter, First-Person, Arcade",M,http://www.metacritic.com/game/switch/payday-2,Payday 2 (Switch),61,5.3,"Feb 27, 2018"
7,25,"Action, Shooter, Third-Person, Arcade",T,http://www.metacritic.com/game/pc/sword-art-online-fatal-bullet,Sword Art Online: Fatal Bullet (PC),61,7.9,"Feb 23, 2018"
13,146,"Action Adventure, General",M,http://www.metacritic.com/game/xbox-one/metal-gear-survive,Metal Gear Survive (XONE),61,2,"Feb 20, 2018"
26,51,"Miscellaneous, Compilation",M,http://www.metacritic.com/game/playstation-4/devil-may-cry-hd-collection,Devil May Cry HD Collection (PS4),60,5.2,"Mar 13, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/island-time-vr,Island Time VR (PS4),60,NA,"Apr 3, 2018"
69,852,"Action Adventure, General",M,http://www.metacritic.com/game/playstation-4/metal-gear-survive,Metal Gear Survive (PS4),60,1.5,"Feb 20, 2018"
7,5,"Action, Arcade",M,http://www.metacritic.com/game/switch/brawl,BRAWL (Switch),60,8.2,"Jan 12, 2018"
55,64,"Action Adventure, Survival",M,http://www.metacritic.com/game/playstation-4/the-inpatient,The Inpatient (PS4),59,6.3,"Jan 23, 2018"
31,33,"Miscellaneous, Party / Minigame",E10+,http://www.metacritic.com/game/3ds/kirby-battle-royale,Kirby Battle Royale (3DS),57,6.9,"Jan 19, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/xbox-one/ok-ko!-lets-play-heroes,OK K.O.! Let's Play Heroes (XONE),57,NA,"Jan 23, 2018"
15,38,"Action Adventure, Open-World, Action, Beat-'Em-Up, 3D",T,http://www.metacritic.com/game/pc/dynasty-warriors-9,Dynasty Warriors 9 (PC),57,2.6,"Feb 13, 2018"
8,4,"Action Adventure, Survival",M,http://www.metacritic.com/game/switch/the-long-reach,The Long Reach (Switch),57,3.8,"Mar 15, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/playstation-4/galgun-2,Gal*Gun 2 (PS4),57,NA,"Apr 24, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/switch/the-bunker,The Bunker (Switch),57,NA,"Apr 9, 2018"
31,13,"Action, Beat-'Em-Up, 3D",T,http://www.metacritic.com/game/playstation-4/the-seven-deadly-sins-knights-of-britannia,The Seven Deadly Sins: Knights of Britannia (PS4),56,6.7,"Feb 9, 2018"
12,23,"Action Adventure, Open-World, Action, Beat-'Em-Up, 3D",T,http://www.metacritic.com/game/xbox-one/dynasty-warriors-9,Dynasty Warriors 9 (XONE),56,4.3,"Feb 13, 2018"
12,12,"Action Adventure, General",M,http://www.metacritic.com/game/xbox-one/extinction,Extinction (XONE),56,1,"Apr 10, 2018"
14,15,"Role-Playing, Action RPG",T,http://www.metacritic.com/game/playstation-4/titan-quest,Titan Quest (PS4),55,6.5,"Mar 20, 2018"
12,19,"Action Adventure, General",M,http://www.metacritic.com/game/pc/extinction,Extinction (PC),54,1.7,"Apr 10, 2018"
25,17,"Action Adventure, General",T,http://www.metacritic.com/game/switch/castle-of-heart,Castle of Heart (Switch),54,7.7,"Mar 23, 2018"
11,219,"Action Adventure, General",M,http://www.metacritic.com/game/pc/metal-gear-survive,Metal Gear Survive (PC),53,1.2,"Feb 21, 2018"
13,21,"Role-Playing, General",M,http://www.metacritic.com/game/playstation-4/fear-effect-sedna,Fear Effect Sedna (PS4),51,6.4,"Mar 6, 2018"
NA,NA,NA,NA,http://www.metacritic.com/game/switch/baseball-riot,Baseball Riot (Switch),51,NA,"Jan 19, 2018"
28,44,"Action Adventure, General",M,http://www.metacritic.com/game/playstation-4/extinction,Extinction (PS4),50,1.3,"Apr 10, 2018"
10,8,"Role-Playing, General",M,http://www.metacritic.com/game/xbox-one/fear-effect-sedna,Fear Effect Sedna (XONE),47,4.6,"Mar 6, 2018"
14,27,"Action, Shooter, First-Person, Arcade",T,http://www.metacritic.com/game/playstation-4/out-of-ammo,Out of Ammo (PS4),47,7.6,"Jan 30, 2018"
7,10,"Action, General",M,http://www.metacritic.com/game/pc/past-cure,Past Cure (PC),47,4,"Feb 2, 2018"
17,15,"Puzzle, Action",E10+,http://www.metacritic.com/game/switch/scribblenauts-showdown,Scribblenauts Showdown (Switch),47,5.1,"Mar 6, 2018"
9,5,"Action, Shooter, Light Gun",M,http://www.metacritic.com/game/playstation-4/crisis-on-the-planet-of-the-apes-vr,Crisis on the Planet of the Apes VR (PS4),46,2.2,"Apr 3, 2018"
36,28,"Action, Shooter, First-Person, Arcade",T,http://www.metacritic.com/game/playstation-4/bravo-team,Bravo Team (PS4),45,4.7,"Mar 6, 2018"
8,21,"Action Adventure, Survival",M,http://www.metacritic.com/game/switch/hollow,Hollow (Switch),38,6.4,"Feb 22, 2018"
21,31,"Action, General",M,http://www.metacritic.com/game/playstation-4/past-cure,Past Cure (PS4),37,3.4,"Feb 23, 2018"
7,18,"Adventure, Visual Novel",NA,http://www.metacritic.com/game/pc/super-seducer,Super Seducer (PC),35,6.6,"Mar 6, 2018"
7,8,"Action, General",M,http://www.metacritic.com/game/xbox-one/past-cure,Past Cure (XONE),35,3.9,"Feb 23, 2018"
7,5,"Role-Playing, Action RPG",E10+,http://www.metacritic.com/game/switch/fantasy-hero-unsigned-legacy,Fantasy Hero: Unsigned Legacy (Switch),34,5.2,"Jan 25, 2018"
